X,year,site,nest,exp,type,laid,hatch,manip,ring,mate_ring,chick1,chick2,chick3,chick4,chick5,chick6,comments,field_sex_focal,field_sex_mate,code,nest.id,year.cr,year.mr,year.code,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,latitude,longitude,no_chicks,clutch_size,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,layingdate,check.estld,first.d.seen,last.d.seen,mol_sex,mol_sex_focal,mol_sex_mate,first.res.bs,last.res.bs,population,captured_focalyear_focal,captured_focalyear_mate,comments_field,comments_stdfile,northing,easting,estimated.hd
5,2007,S,-4,NA,NA,NA,NA,NA,CA1023,CA1022,CA1024,CA1025,CA1026,NA,NA,NA,NA,M,F,BX.MX|BX.YX,2007-S--4,2007,2007,NA,26/11/2007,26/11/2007,NA,NA,22/10/2007,22/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,NA,14/10/2007,21/11/2007,NA,17/10/2007,18/10/2007,14/10/2007,21/11/2007,21/11/2007,NA,22/10/2007,TRUE,26.32,13.5,22/10/2007,TRUE,26.2,13,22/10/2007,TRUE,27.16,15,27.16,22/10/2007,17.77777778,22/10/2007,09/09/2007,09/09/2007,NA,14/10/2007,26/11/2007,NA,M,NA,NA,NA,Maio,yes,yes,NA,NA,NA,NA,04/10/2007
6,2007,S,-6,NA,NA,NA,NA,NA,CA1035,NA,CA1036,NA,NA,NA,NA,NA,NA,M,F,BX.MX|GX.OX,2007-S--6,2007,2007,NA,NA,NA,NA,NA,23/10/2007,23/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,NA,NA,NA,NA,NA,NA,20/10/2007,13/11/2007,NA,NA,NA,15/10/2007,13/11/2007,13/11/2007,NA,23/10/2007,TRUE,27.2,12.5,NA,NA,NA,NA,NA,NA,NA,NA,27.2,23/10/2007,17.86666667,23/10/2007,10/09/2007,10/09/2007,NA,20/10/2007,13/11/2007,NA,M,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,05/10/2007
7,2007,S,-7,NA,NA,NA,NA,NA,CA1037,NA,CA1038,CA1039,NA,NA,NA,NA,NA,M,F,BX.MX|GX.WX,2007-S--7,2007,2007,NA,25/10/2007,31/12/2007,NA,NA,23/10/2007,23/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,18/10/2007,23/10/2007,10/11/2007,23/10/2007,10/11/2007,15/10/2007,24/11/2007,24/11/2007,NA,23/10/2007,TRUE,26.14,16.5,23/10/2007,TRUE,28.32,19.5,NA,NA,NA,NA,28.32,23/10/2007,20.35555556,23/10/2007,07/09/2007,07/09/2007,NA,18/10/2007,31/12/2007,NA,M,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,02/10/2007
8,2007,S,-8,NA,NA,NA,NA,NA,CA1041,CA1042,CA1043,NA,NA,NA,NA,NA,NA,M,F,BX.MX|LX.LX,2007-S--8,2007,2007,NA,NA,NA,NA,NA,24/10/2007,24/10/2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,15/10/2007,24/10/2007,NA,NA,NA,15/10/2007,24/10/2007,24/10/2007,NA,24/10/2007,TRUE,25.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,25.6,24/10/2007,14.31111111,24/10/2007,14/09/2007,14/09/2007,NA,15/10/2007,24/10/2007,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,09/10/2007
9,2007,S,19,NA,NA,NA,NA,NA,CA1032,XX.XX|GX.RX,CA1033,CA1034,NA,NA,NA,NA,NA,M,F,BX.MX|RX.LX,2007-S-19,2007,2007,NA,NA,NA,NA,NA,17/10/2007,17/10/2007,NA,NA,NA,HATCH,NA,NA,2,3,06/10/2007,17/10/2007,21/10/2007,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,23/10/2007,28/11/2007,NA,NA,NA,23/10/2007,28/11/2007,28/11/2007,NA,23/10/2007,TRUE,20.18,6,23/10/2007,TRUE,21.58,6,NA,NA,NA,NA,21.58,23/10/2007,5.377777778,23/10/2007,22/09/2007,06/10/2007,-13.37777778,17/10/2007,28/11/2007,NA,M,NA,NA,NA,Maio,yes,yes,NA,NA,1676090,260664,17/10/2007
10,2007,S,2,NA,NA,NA,NA,NA,CA1047,XX.XX|RX.RX,CA1048,CA1049,NA,NA,NA,NA,NA,M,F,BX.MX|YX.RX,2007-S-2,2007,2007,NA,NA,NA,NA,NA,17/10/2007,17/10/2007,NA,NA,NA,HATCH,NA,NA,2,2,25/09/2007,25/09/2007,21/10/2007,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,24/10/2007,28/11/2007,NA,NA,NA,24/10/2007,28/11/2007,25/11/2007,28/11/2007,24/10/2007,TRUE,22.14,7,24/10/2007,TRUE,21.04,7,NA,NA,NA,NA,22.14,24/10/2007,6.622222222,24/10/2007,22/09/2007,25/09/2007,-2.622222222,17/10/2007,28/11/2007,NA,M,NA,NA,NA,Maio,yes,yes,NA,NA,1676869,260370,17/10/2007
11,2007,S,23,NA,NA,NA,NA,NA,CA1052,CA1018,CA1053,CA1054,NA,NA,NA,NA,NA,M,F,MX.RX|BX.BX,2007-S-23,2007,2007,NA,NA,NA,NA,NA,05/11/2007,05/11/2007,NA,NA,NA,HATCH,NA,NA,NA,3,11/10/2007,19/10/2007,NA,NA,NA,NA,NA,0,11,NA,NA,NA,NA,NA,NA,05/11/2007,28/11/2007,NA,NA,NA,05/11/2007,28/11/2007,28/11/2007,NA,05/11/2007,TRUE,23.16,9,05/11/2007,TRUE,22.2,8.8,NA,NA,NA,NA,23.16,05/11/2007,8.888888889,05/11/2007,02/10/2007,11/10/2007,-8.888888889,05/11/2007,28/11/2007,NA,M,NA,NA,NA,Maio,yes,yes,NA,NA,1677532,260195,27/10/2007
12,2007,S,25,NA,NA,NA,NA,NA,CA1101,CA1029,CA1102,CA1103,NA,NA,NA,NA,NA,M,F,MX.OX|GX.GX,2007-S-25,2007,2007,NA,28/11/2007,31/12/2007,NA,NA,11/11/2007,11/11/2007,NA,NA,NA,HATCH,NA,NA,2,3,14/10/2007,22/10/2007,11/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,12/11/2007,22/11/2007,NA,NA,NA,12/11/2007,22/11/2007,16/11/2007,22/11/2007,11/11/2007,TRUE,18.4,6.9,11/11/2007,TRUE,19.8,6.7,NA,NA,NA,NA,19.8,11/11/2007,1.422222222,11/11/2007,15/10/2007,14/10/2007,1.577777778,11/11/2007,31/12/2007,NA,NA,F,NA,NA,Maio,yes,yes,NA,NA,1676198,260585,09/11/2007
13,2007,S,28,NA,NA,NA,NA,NA,CA1055,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.RX|BX.GX,2007-S-28,2007,2007,NA,22/11/2007,22/11/2007,NA,NA,06/11/2007,06/11/2007,NA,NA,NA,PRED,NA,NA,NA,2,30/10/2007,06/11/2007,12/11/2007,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/10/2007,NA,06/11/2007,22/11/2007,NA,M,NA,NA,NA,Maio,yes,no,NA,NA,1676099,260920,NA
14,2007,S,29,NA,NA,NA,NA,NA,CA1109,NA,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|YX.GX,2007-S-29,2007,2007,NA,NA,NA,NA,NA,15/11/2007,15/11/2007,NA,NA,NA,PRED,NA,NA,NA,3,04/11/2007,06/11/2007,17/11/2007,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04/11/2007,NA,15/11/2007,15/11/2007,NA,NA,NA,NA,NA,Maio,yes,no,NA,NA,1677423,260169,NA
15,2007,S,30,NA,NA,NA,NA,NA,CA1057,CA1062,NA,NA,NA,NA,NA,NA,NA,M,F,MX.RX|BX.LX,2007-S-30,2007,2007,NA,21/11/2007,22/11/2007,NA,NA,07/11/2007,07/11/2007,NA,NA,NA,Abandoned,NA,NA,NA,2,27/10/2007,07/11/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27/10/2007,NA,07/11/2007,22/11/2007,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,1676327,260511,NA
16,2007,S,31,NA,NA,NA,NA,NA,CA1108,CA1111,CA1112,CA1113,NA,NA,NA,NA,NA,M,F,MX.OX|YX.BX,2007-S-31,2007,2007,NA,28/11/2007,28/11/2007,NA,NA,15/11/2007,15/11/2007,NA,NA,NA,HATCH,NA,NA,2,2,27/10/2007,07/11/2007,17/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,18/11/2007,24/11/2007,NA,NA,NA,17/11/2007,24/11/2007,17/11/2007,18/11/2007,17/11/2007,TRUE,19.4,6.8,17/11/2007,TRUE,19.2,6.6,NA,NA,NA,NA,19.4,17/11/2007,0.533333333,17/11/2007,22/10/2007,27/10/2007,-4.533333333,15/11/2007,28/11/2007,NA,NA,NA,NA,NA,Maio,yes,yes,NA,NA,1676429,260506,16/11/2007
17,2007,S,32,NA,NA,NA,NA,NA,CA1107,CA1104,CA1130,CA1131,NA,NA,NA,NA,NA,M,F,MX.OX|YX.WX,2007-S-32,2007,2007,NA,NA,NA,NA,NA,13/11/2007,13/11/2007,NA,NA,NA,HATCH,NA,NA,2,2,31/10/2007,07/11/2007,27/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,28/11/2007,01/12/2007,NA,NA,NA,27/11/2007,01/12/2007,01/12/2007,NA,27/11/2007,TRUE,20.7,7.6,27/11/2007,TRUE,20.9,7.3,NA,NA,NA,NA,20.9,27/11/2007,3.866666667,27/11/2007,29/10/2007,31/10/2007,-1.866666667,13/11/2007,01/12/2007,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,1676979,260274,23/11/2007
18,2007,S,33,NA,NA,NA,NA,NA,CA1105,CA1106,CA1128,CA1129,NA,NA,NA,NA,NA,M,F,MX.OX|GX.BX,2007-S-33,2007,2007,NA,NA,NA,NA,NA,11/11/2007,11/11/2007,NA,NA,NA,HATCH,NA,NA,2,2,30/10/2007,07/11/2007,27/11/2007,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,28/11/2007,28/11/2007,30/11/2007,NA,NA,27/11/2007,01/12/2007,01/12/2007,NA,27/11/2007,TRUE,20,6.6,27/11/2007,TRUE,19.8,6.8,NA,NA,NA,NA,20,27/11/2007,1.866666667,27/11/2007,31/10/2007,30/10/2007,1.133333333,11/11/2007,28/11/2007,NA,NA,NA,NA,NA,Maio,yes,yes,NA,NA,1676928,260302,25/11/2007
19,2007,S,34,NA,NA,NA,NA,NA,CA1114,CA1110,NA,NA,NA,NA,NA,NA,NA,M,F,MX.OX|GX.WX,2007-S-34,2007,2007,NA,NA,NA,NA,NA,19/11/2007,19/11/2007,NA,NA,NA,NA,NA,NA,NA,2,09/11/2007,11/11/2007,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09/11/2007,NA,19/11/2007,19/11/2007,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,1677444,260160,NA
20,2007,S,35,NA,NA,NA,NA,NA,CA1119,CA1063,CA1116,CA1117,CA1118,NA,NA,NA,NA,M,F,MX.OX|GX.LX,2007-S-35,2007,2007,NA,NA,NA,NA,NA,23/11/2007,23/11/2007,NA,NA,NA,HATCH,NA,NA,3,3,02/11/2007,13/11/2007,22/11/2007,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,23/11/2007,28/11/2007,NA,NA,NA,23/11/2007,28/11/2007,28/11/2007,NA,21/11/2007,TRUE,19.9,6.5,21/11/2007,TRUE,19.9,6.1,22/11/2007,TRUE,19.5,6.8,19.9,21/11/2007,1.644444444,21/11/2007,25/10/2007,02/11/2007,-7.644444444,23/11/2007,28/11/2007,NA,NA,F,NA,NA,Maio,yes,yes,NA,NA,1675994,260517,19/11/2007
21,2008,S,-12,NA,NA,NA,NA,NA,CA1093,CA1092,CA1091,NA,NA,NA,NA,NA,NA,M,F,MX.OX|WX.OX,2008-S--12,2012,2008,NA,NA,NA,NA,NA,29/09/2008,29/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,29/09/2008,29/09/2008,13/10/2008,29/09/2008,13/10/2008,29/09/2008,15/10/2008,29/09/2008,13/10/2008,29/09/2008,TRUE,24.7,9,NA,NA,NA,NA,NA,NA,NA,NA,24.7,29/09/2008,12.31111111,29/09/2008,22/08/2008,22/08/2008,NA,29/09/2008,29/09/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,16/09/2008
22,2008,S,-16,NA,NA,NA,NA,NA,CA1142,CA1142,CA1143,CA1144,NA,NA,NA,NA,NA,M,F,MX.OX|LX.YX,2008-S--16,2008,2008,NA,20/10/2008,21/12/2008,NA,NA,01/10/2008,01/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,NA,07/10/2008,07/10/2008,13/10/2008,07/10/2008,13/10/2008,01/10/2008,22/10/2008,13/10/2008,22/10/2008,01/10/2008,TRUE,30.2,16.5,01/10/2008,TRUE,29.2,15.6,NA,NA,NA,NA,30.2,01/10/2008,24.53333333,01/10/2008,12/08/2008,12/08/2008,NA,01/10/2008,21/12/2008,NA,M,M,NA,NA,Maio,yes,no,NA,NA,NA,NA,06/09/2008
23,2008,S,-18,NA,NA,NA,NA,NA,CA1152,CA1152,CA1151,NA,NA,NA,NA,NA,NA,M,F,MX.RX|OX.BX,2008-S--18,2008,2008,NA,NA,NA,NA,NA,03/10/2008,03/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,13/11/2008,13/11/2008,NA,NA,NA,03/10/2008,13/11/2008,03/10/2008,13/11/2008,03/10/2008,TRUE,20.6,5.6,NA,NA,NA,NA,NA,NA,NA,NA,20.6,03/10/2008,3.2,03/10/2008,04/09/2008,04/09/2008,NA,03/10/2008,13/11/2008,NA,M,M,NA,NA,Maio,yes,no,NA,NA,NA,NA,29/09/2008
24,2008,S,-2,NA,NA,NA,NA,NA,CA1069,NA,CA1070,CA1071,CA1072,NA,NA,NA,NA,M,F,MX.OX|BX.OX,2008-S--2,2008,2008,NA,08/10/2008,23/11/2008,NA,NA,25/09/2008,25/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,25/09/2008,18/10/2008,18/10/2008,NA,NA,25/09/2008,18/10/2008,29/09/2008,18/10/2008,25/09/2008,TRUE,22,7.2,25/09/2008,TRUE,22.7,8.6,25/09/2008,TRUE,21.3,7,22.7,25/09/2008,7.866666667,25/09/2008,23/08/2008,23/08/2008,NA,25/09/2008,23/11/2008,NA,M,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,17/09/2008
25,2008,S,-20,NA,NA,NA,NA,NA,CA1159,CA1157,CA1156,CA1158,NA,NA,NA,NA,NA,M,F,MX.RX|GX.OX,2008-S--20,2008,2008,NA,NA,NA,NA,NA,04/10/2008,04/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,04/10/2008,04/10/2008,07/10/2008,04/10/2008,07/10/2008,04/10/2008,07/10/2008,07/10/2008,NA,04/10/2008,TRUE,20.3,6,04/10/2008,TRUE,19.6,5.9,NA,NA,NA,NA,20.3,04/10/2008,2.533333333,04/10/2008,06/09/2008,06/09/2008,NA,04/10/2008,04/10/2008,NA,M,NA,NA,NA,Maio,yes,yes,NA,NA,NA,NA,01/10/2008
26,2008,S,-22,NA,NA,NA,NA,NA,CA1162,CA1137,CA1163,NA,NA,NA,NA,NA,NA,M,F,MX.RX|GX.YX,2008-S--22,2008,2008,NA,21/10/2008,21/10/2008,NA,NA,05/10/2008,05/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,05/10/2008,05/10/2008,NA,NA,NA,05/10/2008,05/10/2008,05/10/2008,NA,05/10/2008,TRUE,22.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,22.5,05/10/2008,7.422222222,05/10/2008,02/09/2008,02/09/2008,NA,05/10/2008,21/10/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,27/09/2008
27,2008,S,-23,NA,NA,NA,NA,NA,CA3032,MX.RX|LX.GX,NA,NA,NA,NA,NA,NA,NA,M,F,MX.RX|LX.LX,2008-S--23,2012,2009,NA,06/10/2008,30/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,05/10/2008,07/11/2008,NA,NA,NA,05/10/2008,07/11/2008,06/10/2008,07/11/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/10/2008,30/11/2008,NA,NA,NA,NA,NA,Maio,no,no,NA,NA,NA,NA,NA
28,2008,S,-25,NA,NA,NA,NA,NA,CA1121,CA1169,CA1171,CA1172,CA1173,NA,NA,NA,NA,M,F,MX.LX|GX.RX,2008-S--25,2012,2007,NA,NA,NA,NA,NA,06/10/2008,06/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18/10/2008,01/11/2008,NA,18/10/2008,06/10/2008,TRUE,21.8,6.4,06/10/2008,TRUE,20.3,5.8,06/10/2008,TRUE,21.7,6.5,21.8,06/10/2008,5.866666667,06/10/2008,05/09/2008,05/09/2008,NA,06/10/2008,06/10/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,30/09/2008
29,2008,S,-26,NA,NA,NA,NA,NA,CA1176,CA1177,CA1175,NA,NA,NA,NA,NA,NA,M,F,MX.RX|LX.RX,2008-S--26,2008,2008,NA,21/10/2008,21/10/2008,NA,NA,07/10/2008,07/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,07/10/2008,07/10/2008,24/10/2008,07/10/2008,24/10/2008,07/10/2008,27/10/2008,07/10/2008,24/10/2008,07/10/2008,TRUE,22.2,6.6,NA,NA,NA,NA,NA,NA,NA,NA,22.2,07/10/2008,6.755555556,07/10/2008,05/09/2008,05/09/2008,NA,07/10/2008,21/10/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,30/09/2008
30,2008,S,-27,NA,NA,NA,NA,NA,CA1180,CA1182,CA1179,NA,NA,NA,NA,NA,NA,M,F,MX.RX|OX.GX,2008-S--27,2008,2008,NA,13/10/2008,13/10/2008,NA,NA,08/10/2008,08/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,08/10/2008,17/10/2008,NA,NA,NA,08/10/2008,17/10/2008,08/10/2008,16/10/2008,08/10/2008,TRUE,21.8,6,NA,NA,NA,NA,NA,NA,NA,NA,21.8,08/10/2008,5.866666667,08/10/2008,07/09/2008,07/09/2008,NA,08/10/2008,17/10/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,02/10/2008
31,2008,S,-28,NA,NA,NA,NA,NA,CA1183,CA1181,CA1184,CA1185,NA,NA,NA,NA,NA,M,F,MX.RX|OX.OX,2008-S--28,2008,2008,NA,NA,NA,NA,NA,07/10/2008,07/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,08/10/2008,13/10/2008,NA,NA,NA,08/10/2008,13/10/2008,13/10/2008,NA,08/10/2008,TRUE,21,6,08/10/2008,TRUE,21.6,5.4,NA,NA,NA,NA,21.6,08/10/2008,5.422222222,08/10/2008,07/09/2008,07/09/2008,NA,07/10/2008,13/10/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,02/10/2008
32,2008,S,-3,NA,NA,NA,NA,NA,CA1149,CA1074,CA1075,NA,NA,NA,NA,NA,NA,M,F,MX.RX|LX.BX,2008-S--3,2008,2008,NA,06/10/2008,06/11/2008,NA,NA,02/10/2008,02/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,02/10/2008,02/10/2008,NA,NA,NA,26/09/2008,02/10/2008,02/10/2008,NA,26/09/2008,TRUE,23.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,23.7,26/09/2008,10.08888889,26/09/2008,21/08/2008,21/08/2008,NA,02/10/2008,06/11/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,15/09/2008
33,2008,S,-36,NA,NA,NA,NA,NA,CA1017,MX.OX|YX.YX,CA1194,NA,NA,NA,NA,NA,NA,M,F,BX.MX|BX.GX,2008-S--36,2007,2007,NA,07/11/2008,07/11/2008,NA,NA,13/10/2008,13/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,11/10/2008,08/11/2008,NA,NA,NA,11/10/2008,08/11/2008,01/11/2008,08/11/2008,09/10/2008,TRUE,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9,09/10/2008,6.088888889,09/10/2008,07/09/2008,07/09/2008,NA,11/10/2008,08/11/2008,NA,M,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,02/10/2008
34,2008,S,-4,NA,NA,NA,NA,NA,CA1077,CA1076,CA1078,CA1079,NA,NA,NA,NA,NA,M,F,MX.OX|LX.BX,2008-S--4,2008,2008,NA,NA,NA,NA,NA,26/09/2008,26/09/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,26/09/2008,26/09/2008,NA,NA,NA,26/09/2008,26/09/2008,26/09/2008,NA,26/09/2008,TRUE,21.5,5.6,26/09/2008,TRUE,20.9,5.1,NA,NA,NA,NA,21.5,26/09/2008,5.2,26/09/2008,26/08/2008,26/08/2008,NA,26/09/2008,26/09/2008,NA,M,NA,NA,NA,Maio,yes,yes,NA,NA,NA,NA,20/09/2008
35,2008,S,-42,NA,NA,NA,NA,NA,CA2626,CA2625,CA2623,CA2624,NA,NA,NA,NA,NA,M,F,MX.RX|WX.YX,2008-S--42,2008,2008,NA,07/11/2008,07/11/2008,NA,NA,15/10/2008,15/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,27/10/2008,27/10/2008,NA,NA,NA,27/10/2008,27/10/2008,NA,27/10/2008,15/10/2008,TRUE,21.2,4.8,15/10/2008,TRUE,21.9,5.6,NA,NA,NA,NA,21.9,15/10/2008,6.088888889,15/10/2008,13/09/2008,13/09/2008,NA,15/10/2008,07/11/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,08/10/2008
36,2008,S,-44,NA,NA,NA,NA,NA,CA1057,CA2629,CA2630,CA2631,NA,NA,NA,NA,NA,M,F,MX.RX|BX.LX,2008-S--44,2007,2007,NA,NA,NA,NA,NA,16/10/2008,16/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16/10/2008,TRUE,20.5,6.7,16/10/2008,TRUE,20.2,6.4,NA,NA,NA,NA,20.5,16/10/2008,2.977777778,16/10/2008,18/09/2008,18/09/2008,NA,16/10/2008,16/10/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,13/10/2008
37,2008,S,-46,NA,NA,NA,NA,NA,CA2633,NA,CA2634,CA2636,NA,NA,NA,NA,NA,M,F,MX.RX|YX.BX,2008-S--46,2008,2008,NA,04/11/2008,21/12/2008,NA,NA,18/10/2008,18/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,19/10/2008,30/10/2008,NA,NA,NA,19/10/2008,30/10/2008,29/10/2008,30/10/2008,18/10/2008,TRUE,19.3,6.4,18/10/2008,TRUE,21.1,6.8,NA,NA,NA,NA,21.1,18/10/2008,4.311111111,18/10/2008,18/09/2008,18/09/2008,NA,18/10/2008,21/12/2008,NA,M,NA,NA,NA,Maio,yes,no,NA,NA,NA,NA,13/10/2008
38,2008,S,-47,NA,NA,NA,NA,NA,CA2643,CA2640,CA2637,CA2641,CA2644,NA,NA,NA,NA,M,F,MX.RX|YX.OX,2008-S--47,2008,2008,NA,NA,NA,NA,NA,20/10/2008,20/10/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,24/10/2008,13/11/2008,NA,NA,NA,22/10/2008,13/11/2008,06/11/2008,13/11/2008,20/10/2008,TRUE,21.6,7,20/10/2008,TRUE,21.1,6.8,20/10/2008,TRUE,21.2,7.3,21.6,20/10/2008,5.422222222,20/10/2008,19/09/2008,19/09/2008,NA,20/10/2008,13/11/2008,NA,M,F,NA,NA,Maio,yes,yes,NA,NA,NA,NA,14/10/2008
